AccountId,AccountName
200000000000670,BellSouth Corporation
200000000000671,Bellwether Technology Corporation
200000000000672,Belo Corp.
200000000000673,"Bemis Company, Inc."
200000000000674,Bemis Manufacturing Company
200000000000675,Ben Franklin
200000000000676,Benchmark Electronics
200000000000677,"Benchmark Electronics, Inc."
200000000000678,Bender
200000000000679,Bendigo & Adelaide Bank
200000000000680,Benihana
200000000000681,Bennigan's
200000000000682,Berkshire Hathaway
200000000000683,Berkshire Hathaway Inc.
200000000000684,Berry Plastics
200000000000685,Best Buy
200000000000686,"Best Buy Co., Inc."
200000000000687,Best Western International
200000000000688,Bethlehem Steel Corporation
200000000000689,"Beverly Enterprises, Inc."
200000000000690,Bezz
200000000000691,BFG Technologies
200000000000692,BG Group
200000000000693,Bharat Heavy Electricals
200000000000694,Bharat Petroleum
200000000000695,Bharti Airtel
200000000000696,BHP Billiton
200000000000697,BI-LO
200000000000698,Bicero
200000000000699,Bidvest Group
200000000000700,Big 5 Sporting Goods
200000000000701,Big Boy Restaurants
200000000000702,Big Lots
200000000000703,"Big Lots, Inc."
200000000000704,Bigelow Tea Company
200000000000705,Bigen
200000000000706,Biggby Coffee
200000000000707,Bilfinger
200000000000708,Bilia
200000000000709,Binix
200000000000710,Bio-Rad Laboratories
200000000000711,Biogen Idec
200000000000712,Biolane
200000000000713,Biomet
200000000000714,Biomm
200000000000715,Biotri
200000000000716,Biova
200000000000717,Biovu
200000000000718,Birdwell
200000000000719,"Bissell, Inc."
200000000000720,Bizzy
200000000000721,BJ Services Company
200000000000722,BJ's Wholesale Club
200000000000723,"BJ's Wholesale Club, Inc."
200000000000724,Black Angus Steakhouse
200000000000725,Black Hills Corporation
200000000000726,BlackRock
200000000000727,Blackstone Group
200000000000728,"Blistex, Inc."
200000000000729,Blockbuster LLC
200000000000730,Blom Bank
200000000000731,Bloomin' Brands
200000000000732,BlueLinx
200000000000733,"Blyth, Inc."
200000000000734,BM&F Bovespa
200000000000735,BMC Software
200000000000736,"BMC Software, Inc."
200000000000737,BMCE Bank
200000000000738,BMW Group
200000000000739,BNP Paribas
200000000000740,BNSF Railway
200000000000741,Bob Evans Restaurants
200000000000742,BOE Technology Group
200000000000743,Boeing
200000000000744,Boise Cascade
200000000000745,Boise Cascade Corporation
200000000000746,BOK Financial
200000000000747,Bollinger Shipyards
200000000000748,Bolsas & Mercados
200000000000749,Bombardier
200000000000750,Bonend
200000000000751,Bonible
200000000000752,Bonile
200000000000753,Bonill
200000000000754,Bonosis
200000000000755,Books-A-Million
200000000000756,Booz Allen Hamilton
200000000000757,Borders Group
200000000000758,"Borders Group, Inc."
200000000000759,BorgWarner
200000000000760,BorgWarner Inc.
200000000000761,Bosch Brewing Company
200000000000762,Bose Corporation
200000000000763,Boston Acoustics
200000000000764,Boston Beer Company
200000000000765,Boston Properties
200000000000766,Boston Scientific
200000000000767,Boston Scientific Corporation
200000000000768,Bouygues
200000000000769,Bovible
200000000000770,Bovic
200000000000771,Bovill
200000000000772,Bovize
200000000000773,Bovose
200000000000774,Bowater Incorporated
200000000000775,Bowlmor AMF
200000000000776,Boyd Gaming
200000000000777,Boyer Brothers
200000000000778,BP
200000000000779,BPI
200000000000780,Bradley Pharmaceuticals
200000000000781,Brambles
200000000000782,Braskem
200000000000783,Brenntag
200000000000784,BRF-Brasil Foods
200000000000785,Bridgestone
200000000000786,Briggs & Stratton
200000000000787,Briggs & Stratton Corporation
200000000000788,BrightPoint
200000000000789,"Brightpoint, Inc."
200000000000790,Brilliance China Automotive Holdings
200000000000791,Brink's
200000000000792,Brinker International
200000000000793,"Brinker International, Inc."
200000000000794,Bristol-Myers Squibb
200000000000795,Bristol-Myers Squibb Company
200000000000796,British American Tobacco
200000000000797,British Land
200000000000798,British Sky Broadcasting
200000000000799,Broadcom
200000000000800,"Broadwing, Inc."
200000000000801,Brocade Communications Systems
200000000000802,Bronco Wine Company
200000000000803,Brookdale Senior Living
200000000000804,Brookfield Asset Management
200000000000805,Brooks Brothers
200000000000806,Brown and Haley
200000000000807,Brown Shoe Company
200000000000808,"Brown Shoe Company, Inc."
200000000000809,Brown-Forman
200000000000810,Brown-Forman Corporation
200000000000811,Browning Arms Company
200000000000812,Bruker
200000000000813,Brunswick
200000000000814,Brunswick Corporation
200000000000815,BS Financial Group
200000000000816,BT Group
200000000000817,Bta Bank
200000000000818,BucketFeet
200000000000819,Bucyrus International
200000000000820,"Budget Group, Inc."
200000000000821,Bunge
200000000000822,Bungie
200000000000823,Bunn-O-Matic Corporation
200000000000824,Bunzl
200000000000825,Burberry Group
200000000000826,Burger King
200000000000827,Burlington Coat Factory
200000000000828,Burlington Coat Factory Warehouse Corporation
200000000000829,"Burlington Industries, Inc."
200000000000830,Burlington Northern Santa Fe Corporation
200000000000831,Burlington Resources Inc.
200000000000832,Burpee Seeds
200000000000833,Burton Snowboards
200000000000834,Bushmaster Firearms International
200000000000835,BuzzFeed
200000000000836,BYD
200000000000837,C. H. Robinson Worldwide
200000000000838,C. H. Robinson Worldwide Inc.
200000000000839,"C. R. Bard, Inc."
200000000000840,C&S Wholesale Grocers
200000000000841,CA
200000000000842,CA Technologies
200000000000843,Cabela's
200000000000844,Cablevision Systems
200000000000845,Cablevision Systems Corp
200000000000846,Cablevision Systems Corporation
200000000000847,Cabot Corp
200000000000848,Cabot Corporation
200000000000849,Cabot Oil & Gas
200000000000850,CACI
200000000000851,Cadence Design Systems
200000000000852,"Cadence Design Systems, Inc."
200000000000853,Caesars Entertainment
200000000000854,Caixa Economica Montepio Geral
200000000000855,CaixaBank
200000000000856,Cal-Maine
200000000000857,Calcent
200000000000858,Calcer
200000000000859,Calcism
200000000000860,Calcosis
200000000000861,California Pizza Kitchen
200000000000862,Calista Corporation
200000000000863,Callaway Golf Company
200000000000864,Calpine
200000000000865,Calpine Corp.
200000000000866,Caltex Australia
200000000000867,Cameco
200000000000868,CamelBak Products
200000000000869,Cameron International
200000000000870,Camicee
200000000000871,Camidoo
200000000000872,Camimbee
200000000000873,Campbell Soup
200000000000874,Campbell Soup Co.
200000000000875,Campbell Soup Company
200000000000876,Canadian Imperial Bank
200000000000877,Canadian National Railway
200000000000878,Canadian Natural Resources
200000000000879,Canadian Oil Sands
200000000000880,Canadian Pacific Railway
200000000000881,Canadian Tire
200000000000882,Canara Bank
200000000000883,Canend
200000000000884,Canill
200000000000885,Canise
200000000000886,Canism
200000000000887,Canon
200000000000888,Canor
200000000000889,Cantor Fitzgerald
200000000000890,Canvas
200000000000891,Cape Air
200000000000892,Capgemini
200000000000893,Capil
200000000000894,Capist
200000000000895,Capita
200000000000896,Capital Group Companies
200000000000897,Capital One
200000000000898,Capital One Financial
200000000000899,Capital One Financial Corp.
200000000000900,CapitaLand
200000000000901,Capor
200000000000902,Caposis
200000000000903,Cardinal Health
200000000000904,Cardinal Health Inc.
200000000000905,CareFusion
200000000000906,Caremark Rx Inc.
200000000000907,Cargill
200000000000908,Carl's Jr.
200000000000909,Carlisle Companies
200000000000910,Carlisle Cos. Inc.
200000000000911,Carlsberg
200000000000912,Carlson Companies
200000000000913,Carlyle Group
200000000000914,CarMax
200000000000915,Carnival
200000000000916,Carnival Corporation & plc
200000000000917,Carnival Cruise Lines
200000000000918,Carpenter Technology Corp.
200000000000919,Carpenter Technology Corporation
200000000000920,Carrefour
200000000000921,Carrier Corporation
200000000000922,Carroll Shelby International
200000000000923,"Carter's, Inc."
200000000000924,Cartoon Network Studios
200000000000925,Casco Bay Lines
200000000000926,Casey's General Stores Inc.
200000000000927,Catamaran
200000000000928,Caterpillar
200000000000929,Caterpillar Inc.
200000000000930,Cathay Financial
200000000000931,Cathay Pacific Airways
200000000000932,Catlin Group
200000000000933,Cattolica Assicurazioni
200000000000934,Cbeyond
200000000000935,CBRE Group
200000000000936,CBRL Group Inc.
200000000000937,CBS
200000000000938,CBS Corporation
200000000000939,CC Media Holdings
200000000000940,CCR
200000000000941,CDI Corp.
200000000000942,CDI Corporation
200000000000943,CDW Computer Centers Inc.
200000000000944,CDW Corporation
200000000000945,CEB Inc.
200000000000946,Cedar Fair Entertainment Company
200000000000947,Cedescent
200000000000948,Cedise
200000000000949,Cedism
200000000000950,Cedity
200000000000951,Celanese
200000000000952,Celanese Corporation
200000000000953,Celgene
200000000000954,CellStar Corp.
200000000000955,Cemex
200000000000956,Cemig
200000000000957,Cencosud
200000000000958,Cendant Corp
200000000000959,Cenex Harvest States Cooperatives
200000000000960,Cenovus Energy
200000000000961,CenterPoint Energy
200000000000962,Centex Corp.
200000000000963,Centify
200000000000964,Centilith
200000000000965,Centinti
200000000000966,Centitri
200000000000967,Centivu
200000000000968,Central Bank of India
200000000000969,Central Japan Railway
200000000000970,Centrica
200000000000971,Century Tokyo Leasing
200000000000972,CenturyLink
200000000000973,CenturyTel Inc.
200000000000974,Cerberus Capital Management
200000000000975,Ceridian
200000000000976,Ceridian Corp.
200000000000977,Cerner
200000000000978,Cervend
200000000000979,Cervent
200000000000980,Cervist
200000000000981,Cervity
200000000000982,Cervor
200000000000983,Cessna Aircraft
200000000000984,CEZ Group
200000000000985,CF Industries
200000000000986,CF Industries Holdings
200000000000987,CGI Group
200000000000988,CH Robinson Worldwide
200000000000989,CH2M Hill Companies
200000000000990,CH2M Hill Cos. Ltd.
200000000000991,Champion Enterprises Inc.
200000000000992,Chang Hwa Bank
200000000000993,Charles Schwab
200000000000994,Charles Schwab Corp.
200000000000995,Charles Schwab Corporation
200000000000996,Charming Shoppes Inc.
200000000000997,Charoen Pokphand Foods
200000000000998,Charter Arms
200000000000999,Charter Communications
200000000001000,Charter Communications Inc.
200000000001001,Charter One Financial Inc.
200000000001002,Check Point Software
200000000001003,Checkmarks
200000000001004,Chem-Dry
200000000001005,Cheng Shin Rubber Industry Co.
200000000001006,Cheniere Energy
200000000001007,Chesapeake Energy
200000000001008,Cheung Kong Holdings
200000000001009,Chevron
200000000001010,Chevron Corporation
200000000001011,ChevronTexaco Corp.
200000000001012,ChexSystems
200000000001013,Chiba Bank
200000000001014,Chicago Bridge & Iron
